"","4","12","0.0017","HIGH","Sample","F","DJHR","1.516","43","NA","Sample.Key","Type","Site","Analyst","Mass.of.Soil","Total.Volume","Concentration"
"4321",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",79,"Cal2","","",NA,NA,2
"4322",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",79,"Cal2","","",NA,NA,2
"4323",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",79,"Cal2","","",NA,NA,2
"4324",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",79,"Cal2","","",NA,NA,2
"4325",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",79,"Cal2","","",NA,NA,2
"4326",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",79,"Cal2","","",NA,NA,2
"4327",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",79,"Cal2","","",NA,NA,2
"4328",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",79,"Cal2","","",NA,NA,2
"4329",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",79,"Cal2","","",NA,NA,2
"4330",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",79,"Cal2","","",NA,NA,2
"4331",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",79,"Cal2","","",NA,NA,2
"4332",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",79,"Cal2","","",NA,NA,2
"4333",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",79,"Cal2","","",NA,NA,2
"4334",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",79,"Cal2","","",NA,NA,2
"4335",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",79,"Cal2","","",NA,NA,2
"4336",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",79,"Cal2","","",NA,NA,2
"4337",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",79,"Cal2","","",NA,NA,2
"4338",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",79,"Cal2","","",NA,NA,2
"4339",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",79,"Cal2","","",NA,NA,2
"4340",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",79,"Cal2","","",NA,NA,2
"4341",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",79,"Cal2","","",NA,NA,2
"4342",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",79,"Cal2","","",NA,NA,2
"4343",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",79,"Cal2","","",NA,NA,2
"4344",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",79,"Cal2","","",NA,NA,2
"4345",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",79,"Cal2","","",NA,NA,2
"4346",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",80,"Cal2","","",NA,NA,5
"4347",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",80,"Cal2","","",NA,NA,5
"4348",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",80,"Cal2","","",NA,NA,5
"4349",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",80,"Cal2","","",NA,NA,5
"4350",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",80,"Cal2","","",NA,NA,5
"4351",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",80,"Cal2","","",NA,NA,5
"4352",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",80,"Cal2","","",NA,NA,5
"4353",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",80,"Cal2","","",NA,NA,5
"4354",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",80,"Cal2","","",NA,NA,5
"4355",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",80,"Cal2","","",NA,NA,5
"4356",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",80,"Cal2","","",NA,NA,5
"4357",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",80,"Cal2","","",NA,NA,5
"4358",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",80,"Cal2","","",NA,NA,5
"4359",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",80,"Cal2","","",NA,NA,5
"4360",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",80,"Cal2","","",NA,NA,5
"4361",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",80,"Cal2","","",NA,NA,5
"4362",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",80,"Cal2","","",NA,NA,5
"4363",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",80,"Cal2","","",NA,NA,5
"4364",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",80,"Cal2","","",NA,NA,5
"4365",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",80,"Cal2","","",NA,NA,5
"4366",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",80,"Cal2","","",NA,NA,5
"4367",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",80,"Cal2","","",NA,NA,5
"4368",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",80,"Cal2","","",NA,NA,5
"4369",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",80,"Cal2","","",NA,NA,5
"4370",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",80,"Cal2","","",NA,NA,5
"4371",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",80,"Cal2","","",NA,NA,5
"4372",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",80,"Cal2","","",NA,NA,5
"4373",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",80,"Cal2","","",NA,NA,5
"4374",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",80,"Cal2","","",NA,NA,5
"4375",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",80,"Cal2","","",NA,NA,5
"4376",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",80,"Cal2","","",NA,NA,5
"4377",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",80,"Cal2","","",NA,NA,5
"4378",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",80,"Cal2","","",NA,NA,5
"4379",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",80,"Cal2","","",NA,NA,5
"4380",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",80,"Cal2","","",NA,NA,5
"4381",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",80,"Cal2","","",NA,NA,5
"4382",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",80,"Cal2","","",NA,NA,5
"4383",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",80,"Cal2","","",NA,NA,5
"4384",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",80,"Cal2","","",NA,NA,5
"4385",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",80,"Cal2","","",NA,NA,5
"4386",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",80,"Cal2","","",NA,NA,5
"4387",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",80,"Cal2","","",NA,NA,5
"4388",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",80,"Cal2","","",NA,NA,5
"4389",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",80,"Cal2","","",NA,NA,5
"4390",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",80,"Cal2","","",NA,NA,5
"4391",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",80,"Cal2","","",NA,NA,5
"4392",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",80,"Cal2","","",NA,NA,5
"4393",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",80,"Cal2","","",NA,NA,5
"4394",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",80,"Cal2","","",NA,NA,5
"4395",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",80,"Cal2","","",NA,NA,5
"4396",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",80,"Cal2","","",NA,NA,5
"4397",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",80,"Cal2","","",NA,NA,5
"4398",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",80,"Cal2","","",NA,NA,5
"4399",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",80,"Cal2","","",NA,NA,5
"4400",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",80,"Cal2","","",NA,NA,5
"4401",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",81,"Cal2","","",NA,NA,10
"4402",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",81,"Cal2","","",NA,NA,10
"4403",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",81,"Cal2","","",NA,NA,10
"4404",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",81,"Cal2","","",NA,NA,10
"4405",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",81,"Cal2","","",NA,NA,10
"4406",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",81,"Cal2","","",NA,NA,10
"4407",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",81,"Cal2","","",NA,NA,10
"4408",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",81,"Cal2","","",NA,NA,10
"4409",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",81,"Cal2","","",NA,NA,10
"4410",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",81,"Cal2","","",NA,NA,10
"4411",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",81,"Cal2","","",NA,NA,10
"4412",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",81,"Cal2","","",NA,NA,10
"4413",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",81,"Cal2","","",NA,NA,10
"4414",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",81,"Cal2","","",NA,NA,10
"4415",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",81,"Cal2","","",NA,NA,10
"4416",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",81,"Cal2","","",NA,NA,10
"4417",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",81,"Cal2","","",NA,NA,10
"4418",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",81,"Cal2","","",NA,NA,10
"4419",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",81,"Cal2","","",NA,NA,10
"4420",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",81,"Cal2","","",NA,NA,10
"4421",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",81,"Cal2","","",NA,NA,10
"4422",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",81,"Cal2","","",NA,NA,10
"4423",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",81,"Cal2","","",NA,NA,10
"4424",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",81,"Cal2","","",NA,NA,10
"4425",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",81,"Cal2","","",NA,NA,10
"4426",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",81,"Cal2","","",NA,NA,10
"4427",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",81,"Cal2","","",NA,NA,10
"4428",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",81,"Cal2","","",NA,NA,10
"4429",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",81,"Cal2","","",NA,NA,10
"4430",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",81,"Cal2","","",NA,NA,10
"4431",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",81,"Cal2","","",NA,NA,10
"4432",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",81,"Cal2","","",NA,NA,10
"4433",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",81,"Cal2","","",NA,NA,10
"4434",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",81,"Cal2","","",NA,NA,10
"4435",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",81,"Cal2","","",NA,NA,10
"4436",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",81,"Cal2","","",NA,NA,10
"4437",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",81,"Cal2","","",NA,NA,10
"4438",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",81,"Cal2","","",NA,NA,10
"4439",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",81,"Cal2","","",NA,NA,10
"4440",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",81,"Cal2","","",NA,NA,10
"4441",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",81,"Cal2","","",NA,NA,10
"4442",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",81,"Cal2","","",NA,NA,10
"4443",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",81,"Cal2","","",NA,NA,10
"4444",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",81,"Cal2","","",NA,NA,10
"4445",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",81,"Cal2","","",NA,NA,10
"4446",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",81,"Cal2","","",NA,NA,10
"4447",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",81,"Cal2","","",NA,NA,10
"4448",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",81,"Cal2","","",NA,NA,10
"4449",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",81,"Cal2","","",NA,NA,10
"4450",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",81,"Cal2","","",NA,NA,10
"4451",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",81,"Cal2","","",NA,NA,10
"4452",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",81,"Cal2","","",NA,NA,10
"4453",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",81,"Cal2","","",NA,NA,10
"4454",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",81,"Cal2","","",NA,NA,10
"4455",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",81,"Cal2","","",NA,NA,10
"4456",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",82,"Cal2","","",NA,NA,20
"4457",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",82,"Cal2","","",NA,NA,20
"4458",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",82,"Cal2","","",NA,NA,20
"4459",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",82,"Cal2","","",NA,NA,20
"4460",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",82,"Cal2","","",NA,NA,20
"4461",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",82,"Cal2","","",NA,NA,20
"4462",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",82,"Cal2","","",NA,NA,20
"4463",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",82,"Cal2","","",NA,NA,20
"4464",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",82,"Cal2","","",NA,NA,20
"4465",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",82,"Cal2","","",NA,NA,20
"4466",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",82,"Cal2","","",NA,NA,20
"4467",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",82,"Cal2","","",NA,NA,20
"4468",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",82,"Cal2","","",NA,NA,20
"4469",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",82,"Cal2","","",NA,NA,20
"4470",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",82,"Cal2","","",NA,NA,20
"4471",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",82,"Cal2","","",NA,NA,20
"4472",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",82,"Cal2","","",NA,NA,20
"4473",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",82,"Cal2","","",NA,NA,20
"4474",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",82,"Cal2","","",NA,NA,20
"4475",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",82,"Cal2","","",NA,NA,20
"4476",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",82,"Cal2","","",NA,NA,20
"4477",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",82,"Cal2","","",NA,NA,20
"4478",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",82,"Cal2","","",NA,NA,20
"4479",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",82,"Cal2","","",NA,NA,20
"4480",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",82,"Cal2","","",NA,NA,20
"4481",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",82,"Cal2","","",NA,NA,20
"4482",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",82,"Cal2","","",NA,NA,20
"4483",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",82,"Cal2","","",NA,NA,20
"4484",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",82,"Cal2","","",NA,NA,20
"4485",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",82,"Cal2","","",NA,NA,20
"4486",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",82,"Cal2","","",NA,NA,20
"4487",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",82,"Cal2","","",NA,NA,20
"4488",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",82,"Cal2","","",NA,NA,20
"4489",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",82,"Cal2","","",NA,NA,20
"4490",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",82,"Cal2","","",NA,NA,20
"4491",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",82,"Cal2","","",NA,NA,20
"4492",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",82,"Cal2","","",NA,NA,20
"4493",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",82,"Cal2","","",NA,NA,20
"4494",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",82,"Cal2","","",NA,NA,20
"4495",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",82,"Cal2","","",NA,NA,20
"4496",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",82,"Cal2","","",NA,NA,20
"4497",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",82,"Cal2","","",NA,NA,20
"4498",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",82,"Cal2","","",NA,NA,20
"4499",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",82,"Cal2","","",NA,NA,20
"4500",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",82,"Cal2","","",NA,NA,20
"4501",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",82,"Cal2","","",NA,NA,20
"4502",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",82,"Cal2","","",NA,NA,20
"4503",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",82,"Cal2","","",NA,NA,20
"4504",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",82,"Cal2","","",NA,NA,20
"4505",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",82,"Cal2","","",NA,NA,20
"4506",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",82,"Cal2","","",NA,NA,20
"4507",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",82,"Cal2","","",NA,NA,20
"4508",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",82,"Cal2","","",NA,NA,20
"4509",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",82,"Cal2","","",NA,NA,20
"4510",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",82,"Cal2","","",NA,NA,20
"4511",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",83,"Cal2","","",NA,NA,50
"4512",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",83,"Cal2","","",NA,NA,50
"4513",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",83,"Cal2","","",NA,NA,50
"4514",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",83,"Cal2","","",NA,NA,50
"4515",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",83,"Cal2","","",NA,NA,50
"4516",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",83,"Cal2","","",NA,NA,50
"4517",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",83,"Cal2","","",NA,NA,50
"4518",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",83,"Cal2","","",NA,NA,50
"4519",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",83,"Cal2","","",NA,NA,50
"4520",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",83,"Cal2","","",NA,NA,50
"4521",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",83,"Cal2","","",NA,NA,50
"4522",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",83,"Cal2","","",NA,NA,50
"4523",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",83,"Cal2","","",NA,NA,50
"4524",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",83,"Cal2","","",NA,NA,50
"4525",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",83,"Cal2","","",NA,NA,50
"4526",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",83,"Cal2","","",NA,NA,50
"4527",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",83,"Cal2","","",NA,NA,50
"4528",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",83,"Cal2","","",NA,NA,50
"4529",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",83,"Cal2","","",NA,NA,50
"4530",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",83,"Cal2","","",NA,NA,50
"4531",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",83,"Cal2","","",NA,NA,50
"4532",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",83,"Cal2","","",NA,NA,50
"4533",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",83,"Cal2","","",NA,NA,50
"4534",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",83,"Cal2","","",NA,NA,50
"4535",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",83,"Cal2","","",NA,NA,50
"4536",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",83,"Cal2","","",NA,NA,50
"4537",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",83,"Cal2","","",NA,NA,50
"4538",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",83,"Cal2","","",NA,NA,50
"4539",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",83,"Cal2","","",NA,NA,50
"4540",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",83,"Cal2","","",NA,NA,50
"4541",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",83,"Cal2","","",NA,NA,50
"4542",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",83,"Cal2","","",NA,NA,50
"4543",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",83,"Cal2","","",NA,NA,50
"4544",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",83,"Cal2","","",NA,NA,50
"4545",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",83,"Cal2","","",NA,NA,50
"4546",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",83,"Cal2","","",NA,NA,50
"4547",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",83,"Cal2","","",NA,NA,50
"4548",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",83,"Cal2","","",NA,NA,50
"4549",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",83,"Cal2","","",NA,NA,50
"4550",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",83,"Cal2","","",NA,NA,50
"4551",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",83,"Cal2","","",NA,NA,50
"4552",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",83,"Cal2","","",NA,NA,50
"4553",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",83,"Cal2","","",NA,NA,50
"4554",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",83,"Cal2","","",NA,NA,50
"4555",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",83,"Cal2","","",NA,NA,50
"4556",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",83,"Cal2","","",NA,NA,50
"4557",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",83,"Cal2","","",NA,NA,50
"4558",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",83,"Cal2","","",NA,NA,50
"4559",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",83,"Cal2","","",NA,NA,50
"4560",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",83,"Cal2","","",NA,NA,50
"4561",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",83,"Cal2","","",NA,NA,50
"4562",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",83,"Cal2","","",NA,NA,50
"4563",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",83,"Cal2","","",NA,NA,50
"4564",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",83,"Cal2","","",NA,NA,50
"4565",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",83,"Cal2","","",NA,NA,50
"4566",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",84,"Cal2","","",NA,NA,100
"4567",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",84,"Cal2","","",NA,NA,100
"4568",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",84,"Cal2","","",NA,NA,100
"4569",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",84,"Cal2","","",NA,NA,100
"4570",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",84,"Cal2","","",NA,NA,100
"4571",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",84,"Cal2","","",NA,NA,100
"4572",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",84,"Cal2","","",NA,NA,100
